"yr","mo.no","mo.no.char","mo.char","site","NDVI.wks.a","NDVI.wks.b","NDVI.MVC.mo","day.num","date.","julian"
"1993",1,"1","Jan","broadleaf",0.7515,0.7201,0.7515,14,"1993-01-14",14
"1993",1,"1","Jan","Lloyd",0.6509,0.6367,0.6509,14,"1993-01-14",14
"1993",1,"1","Jan","scrub",0.4641,0.4515,0.4641,14,"1993-01-14",14
"1993",2,"2","Feb","broadleaf",0.6764,0.6128,0.6764,14,"1993-02-14",45
"1993",2,"2","Feb","Lloyd",0.6816,0.6544,0.6816,14,"1993-02-14",45
"1993",2,"2","Feb","scrub",0.4482,0.4255,0.4482,14,"1993-02-14",45
"1993",3,"3","Mar","broadleaf",0.6357,0.7127,0.7127,14,"1993-03-14",73
"1993",3,"3","Mar","Lloyd",0.5785,0.684,0.684,14,"1993-03-14",73
"1993",3,"3","Mar","scrub",0.4735,0.4727,0.4735,14,"1993-03-14",73
"1993",4,"4","Apr","broadleaf",0.769,0.7702,0.7702,14,"1993-04-14",104
"1993",4,"4","Apr","Lloyd",0.6455,0.6391,0.6455,14,"1993-04-14",104
"1993",4,"4","Apr","scrub",0.4286,0.4618,0.4618,14,"1993-04-14",104
"1993",5,"5","May","broadleaf",0.5996,0.5741,0.5996,14,"1993-05-14",134
"1993",5,"5","May","Lloyd",0.6406,0.5998,0.6406,14,"1993-05-14",134
"1993",5,"5","May","scrub",0.4453,0.3277,0.4453,14,"1993-05-14",134
"1993",6,"6","Jun","broadleaf",0.7163,0.7247,0.7247,14,"1993-06-14",165
"1993",6,"6","Jun","Lloyd",0.6535,0.6528,0.6535,14,"1993-06-14",165
"1993",6,"6","Jun","scrub",0.4043,0.5099,0.5099,14,"1993-06-14",165
"1993",7,"7","Jul","broadleaf",0.6987,0.6729,0.6987,14,"1993-07-14",195
"1993",7,"7","Jul","Lloyd",0.6675,0.6519,0.6675,14,"1993-07-14",195
"1993",7,"7","Jul","scrub",0.3547,0.3709,0.3709,14,"1993-07-14",195
"1993",8,"8","Aug","broadleaf",0.6835,0.67,0.6835,14,"1993-08-14",226
"1993",8,"8","Aug","Lloyd",0.6454,0.6413,0.6454,14,"1993-08-14",226
"1993",8,"8","Aug","scrub",0.3816,0.4066,0.4066,14,"1993-08-14",226
"1993",9,"9","Sep","broadleaf",0.5693,0.8049,0.8049,14,"1993-09-14",257
"1993",9,"9","Sep","Lloyd",0.6126,0.6025,0.6126,14,"1993-09-14",257
"1993",9,"9","Sep","scrub",0.2881,0.5074,0.5074,14,"1993-09-14",257
"1993",10,"10","Oct","broadleaf",0.8458,0.797,0.8458,14,"1993-10-14",287
"1993",10,"10","Oct","Lloyd",0.6201,0.6841,0.6841,14,"1993-10-14",287
"1993",10,"10","Oct","scrub",0.5018,0.5641,0.5641,14,"1993-10-14",287
"1993",11,"11","Nov","broadleaf",0.8114,0.7016,0.8114,14,"1993-11-14",318
"1993",11,"11","Nov","Lloyd",0.6839,0.6297,0.6839,14,"1993-11-14",318
"1993",11,"11","Nov","scrub",0.6211,0.5509,0.6211,14,"1993-11-14",318
"1993",12,"12","Dec","broadleaf",0.6912,0.8087,0.8087,14,"1993-12-14",348
"1993",12,"12","Dec","Lloyd",0.6585,0.6522,0.6585,14,"1993-12-14",348
"1993",12,"12","Dec","scrub",0.5072,0.5086,0.5086,14,"1993-12-14",348
"1994",1,"1","Jan","broadleaf",0.8102,0.7392,0.8102,14,"1994-01-14",14
"1994",1,"1","Jan","Lloyd",0.6734,0.6384,0.6734,14,"1994-01-14",14
"1994",1,"1","Jan","scrub",0.46,0.4108,0.46,14,"1994-01-14",14
"1994",2,"2","Feb","broadleaf",0.7805,0.7104,0.7805,14,"1994-02-14",45
"1994",2,"2","Feb","Lloyd",0.6771,0.6412,0.6771,14,"1994-02-14",45
"1994",2,"2","Feb","scrub",0.4065,0.3765,0.4065,14,"1994-02-14",45
"1994",3,"3","Mar","broadleaf",0.62,0.6642,0.6642,14,"1994-03-14",73
"1994",3,"3","Mar","Lloyd",0.625,0.5597,0.625,14,"1994-03-14",73
"1994",3,"3","Mar","scrub",0.3487,0.34,0.3487,14,"1994-03-14",73
"1994",4,"4","Apr","broadleaf",0.637,0.758,0.758,14,"1994-04-14",104
"1994",4,"4","Apr","Lloyd",0.5783,0.6571,0.6571,14,"1994-04-14",104
"1994",4,"4","Apr","scrub",0.376,0.4834,0.4834,14,"1994-04-14",104
"1994",5,"5","May","broadleaf",0.7625,0.7198,0.7625,14,"1994-05-14",134
"1994",5,"5","May","Lloyd",0.6068,0.6041,0.6068,14,"1994-05-14",134
"1994",5,"5","May","scrub",0.5307,0.4338,0.5307,14,"1994-05-14",134
"1994",6,"6","Jun","broadleaf",0.7319,0.6921,0.7319,14,"1994-06-14",165
"1994",6,"6","Jun","Lloyd",0.5937,0.6281,0.6281,14,"1994-06-14",165
"1994",6,"6","Jun","scrub",0.4569,0.4406,0.4569,14,"1994-06-14",165
"1994",7,"7","Jul","broadleaf",0.5828,0.6381,0.6381,14,"1994-07-14",195
"1994",7,"7","Jul","Lloyd",0.6219,0.6489,0.6489,14,"1994-07-14",195
"1994",7,"7","Jul","scrub",0.4173,0.3945,0.4173,14,"1994-07-14",195
"1994",8,"8","Aug","broadleaf",0.5866,0.6408,0.6408,14,"1994-08-14",226
"1994",8,"8","Aug","Lloyd",0.6457,0.6293,0.6457,14,"1994-08-14",226
"1994",8,"8","Aug","scrub",0.3781,0.3846,0.3846,14,"1994-08-14",226
"1994",9,"9","Sep","broadleaf",0.7072,0.6171,0.7072,14,"1994-09-14",257
"1994",9,"9","Sep","Lloyd",0.6129,0.6435,0.6435,14,"1994-09-14",257
"1994",9,"9","Sep","scrub",0.3802,0.4611,0.4611,14,"1994-09-14",257
"1994",10,"10","Oct","broadleaf",0.6116,0.7704,0.7704,14,"1994-10-14",287
"1994",10,"10","Oct","Lloyd",0.6913,0.6788,0.6913,14,"1994-10-14",287
"1994",10,"10","Oct","scrub",0.4325,0.507,0.507,14,"1994-10-14",287
"1994",11,"11","Nov","broadleaf",0.8437,0.8476,0.8476,14,"1994-11-14",318
"1994",11,"11","Nov","Lloyd",0.6702,0.6996,0.6996,14,"1994-11-14",318
"1994",11,"11","Nov","scrub",0.5131,0.5342,0.5342,14,"1994-11-14",318
"1994",12,"12","Dec","broadleaf",0.8572,0.7944,0.8572,14,"1994-12-14",348
"1994",12,"12","Dec","Lloyd",0.6877,0.6621,0.6877,14,"1994-12-14",348
"1994",12,"12","Dec","scrub",0.5135,0.4954,0.5135,14,"1994-12-14",348
"1995",1,"1","Jan","broadleaf",0.704,0.8049,0.8049,14,"1995-01-14",14
"1995",1,"1","Jan","Lloyd",0.7059,0.6605,0.7059,14,"1995-01-14",14
"1995",1,"1","Jan","scrub",0.4766,0.5063,0.5063,14,"1995-01-14",14
"1995",2,"2","Feb","broadleaf",0.7679,0.7549,0.7679,14,"1995-02-14",45
"1995",2,"2","Feb","Lloyd",0.6754,0.5865,0.6754,14,"1995-02-14",45
"1995",2,"2","Feb","scrub",0.4605,0.4547,0.4605,14,"1995-02-14",45
"1995",3,"3","Mar","broadleaf",0.7568,0.6069,0.7568,14,"1995-03-14",73
"1995",3,"3","Mar","Lloyd",0.6117,0.6008,0.6117,14,"1995-03-14",73
"1995",3,"3","Mar","scrub",0.4326,0.3878,0.4326,14,"1995-03-14",73
"1995",4,"4","Apr","broadleaf",0.8021,0.8317,0.8317,14,"1995-04-14",104
"1995",4,"4","Apr","Lloyd",0.6945,0.7024,0.7024,14,"1995-04-14",104
"1995",4,"4","Apr","scrub",0.5511,0.5063,0.5511,14,"1995-04-14",104
"1995",5,"5","May","broadleaf",0.7114,0.6938,0.7114,14,"1995-05-14",134
"1995",5,"5","May","Lloyd",0.5656,0.6196,0.6196,14,"1995-05-14",134
"1995",5,"5","May","scrub",0.4217,0.3769,0.4217,14,"1995-05-14",134
"1995",6,"6","Jun","broadleaf",0.6291,0.4903,0.6291,14,"1995-06-14",165
"1995",6,"6","Jun","Lloyd",0.593,0.5791,0.593,14,"1995-06-14",165
"1995",6,"6","Jun","scrub",0.3659,0.2734,0.3659,14,"1995-06-14",165
"1995",7,"7","Jul","broadleaf",0.6605,0.642,0.6605,14,"1995-07-14",195
"1995",7,"7","Jul","Lloyd",0.6427,0.5995,0.6427,14,"1995-07-14",195
"1995",7,"7","Jul","scrub",0.3729,0.4416,0.4416,14,"1995-07-14",195
"1995",8,"8","Aug","broadleaf",0.7484,0.7031,0.7484,14,"1995-08-14",226
"1995",8,"8","Aug","Lloyd",0.6239,0.6562,0.6562,14,"1995-08-14",226
"1995",8,"8","Aug","scrub",0.5312,0.5122,0.5312,14,"1995-08-14",226
"1995",9,"9","Sep","broadleaf",0.7197,0.7003,0.7197,14,"1995-09-14",257
"1995",9,"9","Sep","Lloyd",0.6836,0.6836,0.6836,14,"1995-09-14",257
"1995",9,"9","Sep","scrub",0.5431,0.5849,0.5849,14,"1995-09-14",257
"1995",10,"10","Oct","broadleaf",0.853,0.7345,0.853,14,"1995-10-14",287
"1995",10,"10","Oct","Lloyd",0.5995,0.715,0.715,14,"1995-10-14",287
"1995",10,"10","Oct","scrub",0.5789,0.5371,0.5789,14,"1995-10-14",287
"1995",11,"11","Nov","broadleaf",0.8594,0.8483,0.8594,14,"1995-11-14",318
"1995",11,"11","Nov","Lloyd",0.7459,0.7499,0.7499,14,"1995-11-14",318
"1995",11,"11","Nov","scrub",0.5829,0.5122,0.5829,14,"1995-11-14",318
"1995",12,"12","Dec","broadleaf",0.7817,0.8113,0.8113,14,"1995-12-14",348
"1995",12,"12","Dec","Lloyd",0.7137,0.6562,0.7137,14,"1995-12-14",348
"1995",12,"12","Dec","scrub",0.4943,0.4804,0.4943,14,"1995-12-14",348
"1996",1,"1","Jan","broadleaf",0.779,0.7308,0.779,14,"1996-01-14",14
"1996",1,"1","Jan","Lloyd",0.6396,0.6653,0.6653,14,"1996-01-14",14
"1996",1,"1","Jan","scrub",0.4874,0.4933,0.4933,14,"1996-01-14",14
"1996",2,"2","Feb","broadleaf",0.6883,0.5939,0.6883,14,"1996-02-14",45
"1996",2,"2","Feb","Lloyd",0.6923,0.6723,0.6923,14,"1996-02-14",45
"1996",2,"2","Feb","scrub",0.4774,0.4894,0.4894,14,"1996-02-14",45
"1996",3,"3","Mar","broadleaf",0.6282,0.7457,0.7457,14,"1996-03-14",74
"1996",3,"3","Mar","Lloyd",0.5534,0.6871,0.6871,14,"1996-03-14",74
"1996",3,"3","Mar","scrub",0.4923,0.4814,0.4923,14,"1996-03-14",74
"1996",4,"4","Apr","broadleaf",0.7706,0.7882,0.7882,14,"1996-04-14",105
"1996",4,"4","Apr","Lloyd",0.6544,0.6366,0.6544,14,"1996-04-14",105
"1996",4,"4","Apr","scrub",0.4286,0.4943,0.4943,14,"1996-04-14",105
"1996",5,"5","May","broadleaf",0.5893,0.6087,0.6087,14,"1996-05-14",135
"1996",5,"5","May","Lloyd",0.6815,0.6148,0.6815,14,"1996-05-14",135
"1996",5,"5","May","scrub",0.4635,0.345,0.4635,14,"1996-05-14",135
"1996",6,"6","Jun","broadleaf",0.6938,0.766,0.766,14,"1996-06-14",166
"1996",6,"6","Jun","Lloyd",0.6575,0.6575,0.6575,14,"1996-06-14",166
"1996",6,"6","Jun","scrub",0.3729,0.5003,0.5003,14,"1996-06-14",166
"1996",7,"7","Jul","broadleaf",0.6781,0.6901,0.6901,14,"1996-07-14",196
"1996",7,"7","Jul","Lloyd",0.664,0.6745,0.6745,14,"1996-07-14",196
"1996",7,"7","Jul","scrub",0.3251,0.362,0.362,14,"1996-07-14",196
"1996",8,"8","Aug","broadleaf",0.7123,0.6689,0.7123,14,"1996-08-14",227
"1996",8,"8","Aug","Lloyd",0.6762,0.6693,0.6762,14,"1996-08-14",227
"1996",8,"8","Aug","scrub",0.3998,0.3968,0.3998,14,"1996-08-14",227
"1996",9,"9","Sep","broadleaf",0.5107,0.8298,0.8298,14,"1996-09-14",258
"1996",9,"9","Sep","Lloyd",0.6078,0.6161,0.6161,14,"1996-09-14",258
"1996",9,"9","Sep","scrub",0.2117,0.5292,0.5292,14,"1996-09-14",258
"1996",10,"10","Oct","broadleaf",0.8474,0.8539,0.8539,14,"1996-10-14",288
"1996",10,"10","Oct","Lloyd",0.6117,0.7106,0.7106,14,"1996-10-14",288
"1996",10,"10","Oct","scrub",0.5182,0.6148,0.6148,14,"1996-10-14",288
"1996",11,"11","Nov","broadleaf",0.8761,0.754,0.8761,14,"1996-11-14",319
"1996",11,"11","Nov","Lloyd",0.7146,0.6627,0.7146,14,"1996-11-14",319
"1996",11,"11","Nov","scrub",0.6934,0.602,0.6934,14,"1996-11-14",319
"1996",12,"12","Dec","broadleaf",0.7031,0.8456,0.8456,14,"1996-12-14",349
"1996",12,"12","Dec","Lloyd",0.6675,0.6876,0.6876,14,"1996-12-14",349
"1996",12,"12","Dec","scrub",0.5361,0.5373,0.5373,14,"1996-12-14",349
"1997",1,"1","Jan","broadleaf",0.8382,0.7836,0.8382,14,"1997-01-14",14
"1997",1,"1","Jan","Lloyd",0.6862,0.6366,0.6862,14,"1997-01-14",14
"1997",1,"1","Jan","scrub",0.4854,0.4207,0.4854,14,"1997-01-14",14
"1997",2,"2","Feb","broadleaf",0.8252,0.7845,0.8252,14,"1997-02-14",45
"1997",2,"2","Feb","Lloyd",0.6823,0.6693,0.6823,14,"1997-02-14",45
"1997",2,"2","Feb","scrub",0.4247,0.4028,0.4247,14,"1997-02-14",45
"1997",3,"3","Mar","broadleaf",0.7494,0.667,0.7494,14,"1997-03-14",73
"1997",3,"3","Mar","Lloyd",0.6919,0.5542,0.6919,14,"1997-03-14",73
"1997",3,"3","Mar","scrub",0.3669,0.3152,0.3669,14,"1997-03-14",73
"1997",4,"4","Apr","broadleaf",0.6383,0.7993,0.7993,14,"1997-04-14",104
"1997",4,"4","Apr","Lloyd",0.5542,0.6557,0.6557,14,"1997-04-14",104
"1997",4,"4","Apr","scrub",0.3679,0.5132,0.5132,14,"1997-04-14",104
"1997",5,"5","May","broadleaf",0.778,0.7281,0.778,14,"1997-05-14",134
"1997",5,"5","May","Lloyd",0.6117,0.6017,0.6117,14,"1997-05-14",134
"1997",5,"5","May","scrub",0.568,0.4296,0.568,14,"1997-05-14",134
"1997",6,"6","Jun","broadleaf",0.7521,0.717,0.7521,14,"1997-06-14",165
"1997",6,"6","Jun","Lloyd",0.5882,0.6488,0.6488,14,"1997-06-14",165
"1997",6,"6","Jun","scrub",0.4575,0.4675,0.4675,14,"1997-06-14",165
"1997",7,"7","Jul","broadleaf",0.5245,0.6467,0.6467,14,"1997-07-14",195
"1997",7,"7","Jul","Lloyd",0.6309,0.6584,0.6584,14,"1997-07-14",195
"1997",7,"7","Jul","scrub",0.4436,0.4217,0.4436,14,"1997-07-14",195
"1997",8,"8","Aug","broadleaf",0.6541,0.6938,0.6938,14,"1997-08-14",226
"1997",8,"8","Aug","Lloyd",0.6871,0.6557,0.6871,14,"1997-08-14",226
"1997",8,"8","Aug","scrub",0.4157,0.4416,0.4416,14,"1997-08-14",226
"1997",9,"9","Sep","broadleaf",0.7577,0.6559,0.7577,14,"1997-09-14",257
"1997",9,"9","Sep","Lloyd",0.6305,0.6313,0.6313,14,"1997-09-14",257
"1997",9,"9","Sep","scrub",0.4038,0.5292,0.5292,14,"1997-09-14",257
"1997",10,"10","Oct","broadleaf",0.5553,0.8095,0.8095,14,"1997-10-14",287
"1997",10,"10","Oct","Lloyd",0.6946,0.698,0.698,14,"1997-10-14",287
"1997",10,"10","Oct","scrub",0.4567,0.5521,0.5521,14,"1997-10-14",287
"1997",11,"11","Nov","broadleaf",0.852,0.8548,0.8548,14,"1997-11-14",318
"1997",11,"11","Nov","Lloyd",0.6954,0.6971,0.6971,14,"1997-11-14",318
"1997",11,"11","Nov","scrub",0.5361,0.5909,0.5909,14,"1997-11-14",318
"1997",12,"12","Dec","broadleaf",0.8733,0.7725,0.8733,14,"1997-12-14",348
"1997",12,"12","Dec","Lloyd",0.6876,0.6518,0.6876,14,"1997-12-14",348
"1997",12,"12","Dec","scrub",0.558,0.5202,0.558,14,"1997-12-14",348
"1998",1,"1","Jan","broadleaf",0.7947,0.7614,0.7947,14,"1998-01-14",14
"1998",1,"1","Jan","Lloyd",0.678,0.6601,0.678,14,"1998-01-14",14
"1998",1,"1","Jan","scrub",0.4943,0.4525,0.4943,14,"1998-01-14",14
"1998",2,"2","Feb","broadleaf",0.791,0.8049,0.8049,14,"1998-02-14",45
"1998",2,"2","Feb","Lloyd",0.6601,0.6653,0.6653,14,"1998-02-14",45
"1998",2,"2","Feb","scrub",0.5103,0.4276,0.5103,14,"1998-02-14",45
"1998",3,"3","Mar","broadleaf",0.6605,0.6615,0.6615,14,"1998-03-14",73
"1998",3,"3","Mar","Lloyd",0.5821,0.6218,0.6218,14,"1998-03-14",73
"1998",3,"3","Mar","scrub",0.36,0.3112,0.36,14,"1998-03-14",73
"1998",4,"4","Apr","broadleaf",0.7077,0.7984,0.7984,14,"1998-04-14",104
"1998",4,"4","Apr","Lloyd",0.5982,0.681,0.681,14,"1998-04-14",104
"1998",4,"4","Apr","scrub",0.3431,0.4615,0.4615,14,"1998-04-14",104
"1998",5,"5","May","broadleaf",0.6208,0.7475,0.7475,14,"1998-05-14",134
"1998",5,"5","May","Lloyd",0.5516,0.6113,0.6113,14,"1998-05-14",134
"1998",5,"5","May","scrub",0.3699,0.4555,0.4555,14,"1998-05-14",134
"1998",6,"6","Jun","broadleaf",0.7179,0.741,0.741,14,"1998-06-14",165
"1998",6,"6","Jun","Lloyd",0.6523,0.6279,0.6523,14,"1998-06-14",165
"1998",6,"6","Jun","scrub",0.4117,0.3958,0.4117,14,"1998-06-14",165
"1998",7,"7","Jul","broadleaf",0.7012,0.6485,0.7012,14,"1998-07-14",195
"1998",7,"7","Jul","Lloyd",0.6226,0.6148,0.6226,14,"1998-07-14",195
"1998",7,"7","Jul","scrub",0.4635,0.4694,0.4694,14,"1998-07-14",195
"1998",8,"8","Aug","broadleaf",0.6827,0.6393,0.6827,14,"1998-08-14",226
"1998",8,"8","Aug","Lloyd",0.6427,0.6122,0.6427,14,"1998-08-14",226
"1998",8,"8","Aug","scrub",0.4635,0.4306,0.4635,14,"1998-08-14",226
"1998",9,"9","Sep","broadleaf",0.7123,0.8261,0.8261,14,"1998-09-14",257
"1998",9,"9","Sep","Lloyd",0.6806,0.6919,0.6919,14,"1998-09-14",257
"1998",9,"9","Sep","scrub",0.5491,0.5759,0.5759,14,"1998-09-14",257
"1998",10,"10","Oct","broadleaf",0.8428,0.6985,0.8428,14,"1998-10-14",287
"1998",10,"10","Oct","Lloyd",0.7059,0.6252,0.7059,14,"1998-10-14",287
"1998",10,"10","Oct","scrub",0.5779,0.5015,0.5779,14,"1998-10-14",287
"1998",11,"11","Nov","broadleaf",0.7364,0.816,0.816,14,"1998-11-14",318
"1998",11,"11","Nov","Lloyd",0.6126,0.6889,0.6889,14,"1998-11-14",318
"1998",11,"11","Nov","scrub",0.4665,0.5013,0.5013,14,"1998-11-14",318
"1998",12,"12","Dec","broadleaf",0.7364,0.8234,0.8234,14,"1998-12-14",348
"1998",12,"12","Dec","Lloyd",0.6327,0.7185,0.7185,14,"1998-12-14",348
"1998",12,"12","Dec","scrub",0.4545,0.4515,0.4545,14,"1998-12-14",348
"1999",1,"1","Jan","broadleaf",0.7382,0.6837,0.7382,14,"1999-01-14",14
"1999",1,"1","Jan","Lloyd",0.7167,0.6623,0.7167,14,"1999-01-14",14
"1999",1,"1","Jan","scrub",0.3719,0.4207,0.4207,14,"1999-01-14",14
"1999",2,"2","Feb","broadleaf",0.5023,0.3497,0.5023,14,"1999-02-14",45
"1999",2,"2","Feb","Lloyd",0.6427,0.6344,0.6427,14,"1999-02-14",45
"1999",2,"2","Feb","scrub",0.345,0.3092,0.345,14,"1999-02-14",45
"1999",3,"3","Mar","broadleaf",0.5884,0.6015,0.6015,14,"1999-03-14",73
"1999",3,"3","Mar","Lloyd",0.5943,0.5294,0.5943,14,"1999-03-14",73
"1999",3,"3","Mar","scrub",0.3938,0.3769,0.3938,14,"1999-03-14",73
"1999",4,"4","Apr","broadleaf",0.7419,0.7281,0.7419,14,"1999-04-14",104
"1999",4,"4","Apr","Lloyd",0.6793,0.644,0.6793,14,"1999-04-14",104
"1999",4,"4","Apr","scrub",0.4585,0.4396,0.4585,14,"1999-04-14",104
"1999",5,"5","May","broadleaf",0.5849,0.5541,0.5849,14,"1999-05-14",134
"1999",5,"5","May","Lloyd",0.5691,0.5956,0.5956,14,"1999-05-14",134
"1999",5,"5","May","scrub",0.3132,0.347,0.347,14,"1999-05-14",134
"1999",6,"6","Jun","broadleaf",0.4394,0.5747,0.5747,14,"1999-06-14",165
"1999",6,"6","Jun","Lloyd",0.5647,0.6008,0.6008,14,"1999-06-14",165
"1999",6,"6","Jun","scrub",0.3022,0.2784,0.3022,14,"1999-06-14",165
"1999",7,"7","Jul","broadleaf",0.7096,0.6282,0.7096,14,"1999-07-14",195
"1999",7,"7","Jul","Lloyd",0.6784,0.5934,0.6784,14,"1999-07-14",195
"1999",7,"7","Jul","scrub",0.4575,0.4207,0.4575,14,"1999-07-14",195
"1999",8,"8","Aug","broadleaf",0.6781,0.7901,0.7901,14,"1999-08-14",226
"1999",8,"8","Aug","Lloyd",0.6566,0.6954,0.6954,14,"1999-08-14",226
"1999",8,"8","Aug","scrub",0.4615,0.5859,0.5859,14,"1999-08-14",226
"1999",9,"9","Sep","broadleaf",0.6633,0.7088,0.7088,14,"1999-09-14",257
"1999",9,"9","Sep","Lloyd",0.6575,0.6714,0.6714,14,"1999-09-14",257
"1999",9,"9","Sep","scrub",0.5023,0.562,0.562,14,"1999-09-14",257
"1999",10,"10","Oct","broadleaf",0.8187,0.7671,0.8187,14,"1999-10-14",287
"1999",10,"10","Oct","Lloyd",0.7037,0.5364,0.7037,14,"1999-10-14",287
"1999",10,"10","Oct","scrub",0.5481,0.5005,0.5481,14,"1999-10-14",287
"1999",11,"11","Nov","broadleaf",0.7558,0.7614,0.7614,14,"1999-11-14",318
"1999",11,"11","Nov","Lloyd",0.5904,0.6483,0.6483,14,"1999-11-14",318
"1999",11,"11","Nov","scrub",0.4896,0.4983,0.4983,14,"1999-11-14",318
"1999",12,"12","Dec","broadleaf",0.8224,0.717,0.8224,14,"1999-12-14",348
"1999",12,"12","Dec","Lloyd",0.681,0.5738,0.681,14,"1999-12-14",348
"1999",12,"12","Dec","scrub",0.5421,0.5353,0.5421,14,"1999-12-14",348
"2000",1,"1","Jan","broadleaf",0.6931,0.7509,0.7509,14,"2000-01-14",14
"2000",1,"1","Jan","Lloyd",0.6153,0.6632,0.6632,14,"2000-01-14",14
"2000",1,"1","Jan","scrub",0.4509,0.4631,0.4631,14,"2000-01-14",14
"2000",2,"2","Feb","broadleaf",0.7105,0.6543,0.7105,14,"2000-02-14",45
"2000",2,"2","Feb","Lloyd",0.6765,0.6933,0.6933,14,"2000-02-14",45
"2000",2,"2","Feb","scrub",0.4314,0.3791,0.4314,14,"2000-02-14",45
"2000",3,"3","Mar","broadleaf",0.6074,0.5975,0.6074,14,"2000-03-14",74
"2000",3,"3","Mar","Lloyd",0.6664,0.6213,0.6664,14,"2000-03-14",74
"2000",3,"3","Mar","scrub",0.3516,0.3291,0.3516,14,"2000-03-14",74
"2000",4,"4","Apr","broadleaf",0.5849,0.6164,0.6164,14,"2000-04-14",105
"2000",4,"4","Apr","Lloyd",0.6305,0.612,0.6305,14,"2000-04-14",105
"2000",4,"4","Apr","scrub",0.3453,0.3253,0.3453,14,"2000-04-14",105
"2000",5,"5","May","broadleaf",0.6853,0.8455,0.8455,14,"2000-05-14",135
"2000",5,"5","May","Lloyd",0.5833,0.6516,0.6516,14,"2000-05-14",135
"2000",5,"5","May","scrub",0.3699,0.5624,0.5624,14,"2000-05-14",135
"2000",6,"6","Jun","broadleaf",0.7645,0.6999,0.7645,14,"2000-06-14",166
"2000",6,"6","Jun","Lloyd",0.668,0.6016,0.668,14,"2000-06-14",166
"2000",6,"6","Jun","scrub",0.545,0.4842,0.545,14,"2000-06-14",166
"2000",7,"7","Jul","broadleaf",0.7526,0.6825,0.7526,14,"2000-07-14",196
"2000",7,"7","Jul","Lloyd",0.6339,0.6691,0.6691,14,"2000-07-14",196
"2000",7,"7","Jul","scrub",0.4719,0.446,0.4719,14,"2000-07-14",196
